,,,,,BI,BI,BI,PD,PD,PD,PIP,PIP,PIP,COMP,COMP,COMP,COLL,COLL,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,,,BI,PD,PIP,COMP,COLL,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,NE,2011.0000000000,Q1,2011 Q1,235655.0000000000,21958871.0000000000,1433.0000000000,235655.0000000000,21931065.0000000000,8168.0000000000,0.0000000000,0.0000000000,0.0000000000,178498.0000000000,12242294.0000000000,11055.0000000000,177029.0000000000,27761012.0000000000,9423.0000000000,0.0060809234,0.0346608389,0.0000000000,0.0619334670,0.0532285671,15323.7062107467,2684.9981635651,0.0000000000,1107.3988240615,2946.0906293113,93.1822834228,93.0642888969,0.0000000000,68.5850485720,156.8161826593,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4147207007,0.5852792993,2454.6289809030,16.8000000000,20.8000000000,#REF!,0.8559388882,0.1440611118,0.0551100468,0.0765178118,0.9059390369,6.4525000000,0.0435000000,558112.6033125430,63430.2333376953,33.6927809341,16.7926805792,4.4218609602,0.0088500000,0.0407519982,Tort,Proportional Comparative Fault 50%,N,1356377.0000000000,190364.4280000000,7.1251599590
Nevada,NV,2011.0000000000,Q1,2011 Q1,255256.0000000000,54679327.0000000000,3324.0000000000,255256.0000000000,25868413.0000000000,8945.0000000000,0.0000000000,0.0000000000,0.0000000000,199216.0000000000,7929099.0000000000,9295.0000000000,195861.0000000000,32486187.0000000000,9671.0000000000,0.0130222208,0.0350432507,0.0000000000,0.0466578990,0.0493768540,16449.8577015644,2891.9410844047,0.0000000000,853.0499193115,3359.1342156964,214.2136796001,101.3430164227,0.0000000000,39.8015169464,165.8634797127,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7784930409,0.2215069591,3377.4926358323,23.5000000000,25.9000000000,#REF!,0.8389650581,0.1610349419,0.0319455983,0.0551448735,0.8969466001,2.1550000000,0.1301666667,940606.2209780790,91270.7363341179,22.0480398944,4.6501108540,4.1713457624,0.0069600000,0.0432595573,Tort,Proportional Comparative Fault 51%,N,1700829.0000000000,78725.8780000000,21.6044462534
New Hampshire,NH,2011.0000000000,Q1,2011 Q1,112765.0000000000,12552760.0000000000,762.0000000000,112765.0000000000,12372770.0000000000,4735.0000000000,0.0000000000,0.0000000000,0.0000000000,102723.0000000000,3660275.0000000000,6103.0000000000,95845.0000000000,19192337.0000000000,7439.0000000000,0.0067574159,0.0419899792,0.0000000000,0.0594122056,0.0776148991,16473.4383202100,2613.0454065470,0.0000000000,599.7501228904,2579.9619572523,111.3178734536,109.7217221656,0.0000000000,35.6324776340,200.2434868799,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5934586042,0.4065413958,2915.3523684678,25.5000000000,28.7000000000,#REF!,0.8954826848,0.1045173152,0.0488319965,0.0633548083,0.8922457921,14.3750000000,0.0539166667,726493.6306395440,227904.2659888280,26.1320195219,6.2994467179,7.2171693240,0.0034200000,0.0382922996,Tort,Proportional Comparative Fault 51%,O,1056889.0000000000,33079.7570000000,31.9497207915
New Jersey,NJ,2011.0000000000,Q1,2011 Q1,904572.0000000000,126524631.0000000000,4213.0000000000,904572.0000000000,116010557.0000000000,35996.0000000000,904572.0000000000,167400522.0000000000,18440.0000000000,728867.0000000000,29150519.0000000000,20774.0000000000,689484.0000000000,142561873.0000000000,47520.0000000000,0.0046574513,0.0397934051,0.0203853314,0.0285017706,0.0689211062,30031.9560882981,3222.8735692855,9078.1194143167,1403.2212862232,3000.0394149832,139.8723716852,128.2491133929,185.0604727982,39.9942911395,206.7660351799,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9177116586,0.0822883414,4088.9203284604,30.3000000000,33.1000000000,#REF!,0.6504817594,0.3495182406,0.0328137814,0.0714191551,0.8032547089,15.9925000000,0.0934166667,955904.8292738660,399677.8256543180,39.4313490264,8.9717083974,4.9249340206,0.0043800000,0.0319604234,Choice No-Fault,Proportional Comparative Fault 51%,C,5977458.0000000000,85222.3440000000,70.1395633990
New Mexico,NM,2011.0000000000,Q1,2011 Q1,237391.0000000000,27059266.0000000000,2197.0000000000,237391.0000000000,19945781.0000000000,6967.0000000000,0.0000000000,0.0000000000,0.0000000000,162679.0000000000,8467764.0000000000,9110.0000000000,157307.0000000000,22384947.0000000000,7037.0000000000,0.0092547738,0.0293482061,0.0000000000,0.0559998525,0.0447341822,12316.4615384615,2862.8937849864,0.0000000000,929.5020856202,3181.0355265028,113.9860651836,84.0207969131,0.0000000000,52.0519796655,142.3010228407,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4174064749,0.5825935251,2532.3884461998,20.4000000000,24.8000000000,#REF!,0.9119507800,0.0880492200,0.0209242507,0.0549638704,0.8932490053,2.4500000000,0.0748333333,597695.5924768160,119630.8426281280,19.7346876757,1.6277088119,0.8049850674,0.0080800000,0.0415202395,Tort,Pure Comparative Fault,N,1418641.0000000000,142827.4840000000,9.9325491164
New York,NY,2011.0000000000,Q1,2011 Q1,1752800.0000000000,271782108.0000000000,8745.0000000000,1752800.0000000000,247231052.0000000000,78168.0000000000,1752800.0000000000,237031025.0000000000,40859.0000000000,1404255.0000000000,89828197.0000000000,102774.0000000000,1283073.0000000000,322120838.0000000000,101977.0000000000,0.0049891602,0.0445960749,0.0233107029,0.0731875621,0.0794787202,31078.5715265866,3162.8166513151,5801.1949631660,874.0362056551,3158.7597007168,155.0559721588,141.0492081241,135.2299321086,63.9685790686,251.0541785230,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7301551785,0.2698448215,5856.9661534892,32.2000000000,26.4000000000,#REF!,0.7146232237,0.2853767763,0.0298811421,0.0753041960,0.6060892452,13.9275000000,0.0827500000,867579.3507415150,255070.4007879040,26.4929913672,11.8594956874,3.1521542118,0.0031700000,0.0322602080,No-Fault,Pure Comparative Fault,C,11210783.0000000000,242617.8900000000,46.2075694418
North Carolina,NC,2011.0000000000,Q1,2011 Q1,1066546.0000000000,104937145.0000000000,10747.0000000000,1066546.0000000000,95233521.0000000000,34687.0000000000,0.0000000000,0.0000000000,0.0000000000,830732.0000000000,41597638.0000000000,49399.0000000000,766306.0000000000,112330474.0000000000,39801.0000000000,0.0100764524,0.0325227416,0.0000000000,0.0594644241,0.0519387816,9764.3198101796,2745.5104506011,0.0000000000,842.0744954351,2822.3028064622,98.3897037727,89.2915270415,0.0000000000,50.0734749594,146.5869691742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6364198269,0.3635801731,2366.9273883717,21.7000000000,25.6000000000,#REF!,0.8226798699,0.1773201301,0.0323393168,0.0639371590,0.9097281661,11.4950000000,0.1015000000,832519.9708290570,260440.8173288070,24.3689747136,7.3964204447,3.6461443347,0.0081700000,0.0400440596,Tort,Pure Contributory Negligence,N,6569341.0000000000,224196.8950000000,29.3016591510
North Dakota,ND,2011.0000000000,Q1,2011 Q1,67421.0000000000,2805854.0000000000,92.0000000000,67421.0000000000,6751003.0000000000,2644.0000000000,67421.0000000000,2912634.0000000000,762.0000000000,49308.0000000000,2468019.0000000000,2123.0000000000,48528.0000000000,9771240.0000000000,3309.0000000000,0.0013645600,0.0392162679,0.0113021166,0.0430558936,0.0681874382,30498.4130434783,2553.3294251135,3822.3543307087,1162.5148374941,2952.9283771532,41.6169146112,100.1320508447,43.2006941457,50.0531151132,201.3526211672,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2592071196,0.7407928804,2209.2839639028,15.4000000000,18.9000000000,#REF!,0.9589299725,0.0410700275,0.0610695589,0.0785500647,0.8861536213,5.3600000000,0.0345833333,559311.0064719230,39379.1493154623,48.1517730799,3.7921724046,2.7775677792,0.0098700000,0.0409050516,No-Fault,Proportional Comparative Fault 50%,C,490146.0000000000,175995.5220000000,2.7849913136
Ohio,OH,2011.0000000000,Q1,2011 Q1,1088842.0000000000,91625762.0000000000,9054.0000000000,1088842.0000000000,97012157.0000000000,37990.0000000000,0.0000000000,0.0000000000,0.0000000000,950505.0000000000,43479679.0000000000,39341.0000000000,862274.0000000000,150514833.0000000000,50627.0000000000,0.0083152560,0.0348902779,0.0000000000,0.0413895771,0.0587133556,10119.9206980340,2553.6235061858,0.0000000000,1105.2001474289,2973.0150512572,84.1497315497,89.0966338550,0.0000000000,45.7437667345,174.5556899547,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6892808005,0.3107191995,2710.8820124053,22.0000000000,26.4000000000,#REF!,0.7729636742,0.2270363258,0.0604792018,0.0712844373,0.9146915891,13.9875000000,0.0880000000,757156.4511317310,216499.1471527660,17.8914092856,3.8336297740,2.8249231734,0.0045800000,0.0404613695,Tort,Proportional Comparative Fault 51%,N,7982149.0000000000,262678.3350000000,30.3875422387
Oklahoma,OK,2011.0000000000,Q1,2011 Q1,401946.0000000000,37775243.0000000000,3674.0000000000,401946.0000000000,38612949.0000000000,13286.0000000000,0.0000000000,0.0000000000,0.0000000000,277666.0000000000,15522478.0000000000,8606.0000000000,273180.0000000000,47125604.0000000000,13517.0000000000,0.0091405313,0.0330541914,0.0000000000,0.0309940720,0.0494801962,10281.7754491018,2906.2884991721,0.0000000000,1803.6809202882,3486.3952060368,93.9808904679,96.0650161962,0.0000000000,55.9034163347,172.5075188520,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5582563164,0.4417436836,2953.1785242178,19.1000000000,24.7000000000,#REF!,0.7532300434,0.2467699566,0.0651477257,0.0758954427,0.9279292436,6.5600000000,0.0583333333,729038.9899882520,105955.1707324640,37.2865699569,4.8396899785,0.8541075536,0.0061400000,0.0380627160,Tort,Proportional Comparative Fault 50%,N,2370643.0000000000,234227.9700000000,10.1210927115
Oregon,OR,2011.0000000000,Q1,2011 Q1,433502.0000000000,57577571.0000000000,5263.0000000000,433502.0000000000,37951420.0000000000,14285.0000000000,433502.0000000000,31258292.0000000000,8454.0000000000,370746.0000000000,12634697.0000000000,17921.0000000000,330456.0000000000,43395282.0000000000,14586.0000000000,0.0121406591,0.0329525585,0.0195016401,0.0483376759,0.0441390079,10940.0666920008,2656.7322366118,3697.4558788739,705.0218737794,2975.1324557795,132.8196202094,87.5461243547,72.1064539495,34.0791188577,131.3193950178,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5872236215,0.4127763785,2860.6413611653,22.0000000000,24.8000000000,#REF!,0.7189538900,0.2810461100,0.0338210123,0.0722534892,0.8205715173,7.6700000000,0.0943333333,705466.2858701210,145772.4504943880,21.7984398179,8.0143772857,2.1388592426,0.0054000000,0.0401958784,Tort,Proportional Comparative Fault 51%,C,2773956.0000000000,122281.4480000000,22.6850110574
Pennsylvania,PA,2011.0000000000,Q1,2011 Q1,1608903.0000000000,160661382.0000000000,8208.0000000000,1608903.0000000000,167713063.0000000000,59083.0000000000,1608903.0000000000,98168304.0000000000,29495.0000000000,1366697.0000000000,81455886.0000000000,75719.0000000000,1260643.0000000000,258430687.0000000000,90507.0000000000,0.0051016127,0.0367225370,0.0183323668,0.0554029167,0.0717943145,19573.7551169591,2838.6010019803,3328.3032378369,1075.7654749799,2855.3668445535,99.8577179606,104.2406304171,61.0156758984,59.6005449635,204.9991052185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6274263626,0.3725736374,3522.6713948473,25.4000000000,27.7000000000,#REF!,0.7585631445,0.2414368555,0.0363433231,0.0818901338,0.8563690950,15.2500000000,0.0787500000,629479.9720957210,244609.1946946580,51.6633680503,13.6074711440,6.0352195584,0.0055200000,0.0402333397,Choice No-Fault,Proportional Comparative Fault 51%,C,8796774.0000000000,249982.2220000000,35.1895984027
Rhode Island,RI,2011.0000000000,Q1,2011 Q1,105643.0000000000,22906695.0000000000,1722.0000000000,105251.0000000000,16767406.0000000000,5387.0000000000,0.0000000000,0.0000000000,0.0000000000,80173.0000000000,3970539.0000000000,3874.0000000000,74257.0000000000,19601700.0000000000,6129.0000000000,0.0163001808,0.0511824116,0.0000000000,0.0483205069,0.0825376732,13302.3780487805,3112.5684054205,0.0000000000,1024.9197212184,3198.1889378365,216.8311672330,159.3087571615,0.0000000000,49.5246404650,263.9710734342,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.8638268100,0.1361731900,3388.1796096650,23.0000000000,30.7500000000,#REF!,0.8386697254,0.1613302746,0.0327234943,0.0716360813,0.8888640519,14.3925000000,0.1101666667,611935.0739219280,427236.8607869690,31.2163811177,11.2361962441,4.1755741331,0.0033500000,0.0383608525,Tort,Pure Comparative Fault,N,749706.0000000000,13672.3270000000,54.8338260195
South Carolina,SC,2011.0000000000,Q1,2011 Q1,631441.0000000000,73305227.0000000000,6992.0000000000,631441.0000000000,58073317.0000000000,21586.0000000000,139184.0000000000,4046131.0000000000,2578.0000000000,490246.0000000000,35217468.0000000000,51871.0000000000,459693.0000000000,63259588.0000000000,22612.0000000000,0.0110730852,0.0341853000,0.0185222439,0.1058060647,0.0491893503,10484.1571796339,2690.3232187529,1569.4844840962,678.9433016522,2797.6113568017,116.0919658369,91.9695062563,29.0703744683,71.8363189093,137.6126849876,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5259406578,0.4740593422,2845.9810695349,21.2000000000,27.0000000000,#REF!,0.8378302120,0.1621697880,0.0629615546,0.0635366184,0.9165692312,9.5525000000,0.1044166667,693709.8149003020,225299.0737914690,18.5112390278,8.0932392268,2.6528939850,0.0046000000,0.0377419085,Tort,Proportional Comparative Fault 51%,N,3408318.0000000000,139479.9120000000,24.4359058672
South Dakota,SD,2011.0000000000,Q1,2011 Q1,84718.0000000000,5146465.0000000000,362.0000000000,84718.0000000000,6866294.0000000000,2692.0000000000,0.0000000000,0.0000000000,0.0000000000,62533.0000000000,3671810.0000000000,3723.0000000000,62054.0000000000,10117276.0000000000,3287.0000000000,0.0042729998,0.0317760098,0.0000000000,0.0595365647,0.0529699939,14216.7541436464,2550.6292719168,0.0000000000,986.2503357507,3077.9665348342,60.7481881064,81.0488207937,0.0000000000,58.7179569187,163.0398685016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2912157856,0.7087842144,1912.4310444834,14.9000000000,18.9000000000,#REF!,0.7995087875,0.2004912125,0.0735572508,0.0791899983,0.8796252939,5.5325000000,0.0471666667,391878.3638052170,39621.4206712705,44.8831195742,6.8933202209,4.0624088774,0.0087300000,0.0451687829,Tort,Pure Comparative Fault,O,603258.0000000000,167726.5440000000,3.5966757891
Tennessee,TN,2011.0000000000,Q1,2011 Q1,569905.0000000000,64937987.0000000000,4429.0000000000,569905.0000000000,51934026.0000000000,17665.0000000000,0.0000000000,0.0000000000,0.0000000000,460163.0000000000,21500349.0000000000,17899.0000000000,430761.0000000000,80953942.0000000000,25092.0000000000,0.0077714707,0.0309963941,0.0000000000,0.0388970865,0.0582503987,14661.9975163694,2939.9392018115,0.0000000000,1201.2039220068,3226.2849513789,113.9452838631,91.1275142348,0.0000000000,46.7233328190,187.9323847795,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6245908607,0.3754091393,2037.9947817964,22.0000000000,27.7000000000,#REF!,0.9295205624,0.0704794376,0.0582935847,0.0667957962,0.9341813535,15.6475000000,0.0887500000,766257.9758849370,184210.2632141820,18.4279244942,4.2200613654,0.4909322696,0.0056300000,0.0391257876,Tort,Proportional Comparative Fault 50%,N,4543759.0000000000,201856.8960000000,22.5098031825
Texas,TX,2011.0000000000,Q1,2011 Q1,2061484.0000000000,212395709.0000000000,19924.0000000000,2061484.0000000000,261832330.0000000000,89208.0000000000,1326812.0000000000,43528156.0000000000,23018.0000000000,1640664.0000000000,89426227.0000000000,93480.0000000000,1600850.0000000000,314775560.0000000000,92451.0000000000,0.0096648822,0.0432736805,0.0173483508,0.0569769313,0.0577511947,10660.2945693636,2935.0767868353,1891.0485706838,956.6348630723,3404.7826416156,103.0304911413,127.0115751565,32.8065739532,54.5061188641,196.6302651716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6933625107,0.3066374893,2828.8569583396,23.8000000000,28.3000000000,#REF!,0.7237819933,0.2762180067,0.0423950562,0.0542051264,0.9084194962,3.6750000000,0.0768333333,711157.6028161180,164427.2766304520,30.7812978119,7.2387625859,2.8363346905,0.0056700000,0.0342115028,Tort,Proportional Comparative Fault 51%,O,15122518.0000000000,674295.9100000000,22.4271240204
Utah,UT,2011.0000000000,Q1,2011 Q1,287888.0000000000,29968558.0000000000,2203.0000000000,287888.0000000000,28948577.0000000000,10591.0000000000,287888.0000000000,8457488.0000000000,4878.0000000000,234389.0000000000,11657949.0000000000,23865.0000000000,226039.0000000000,34574661.0000000000,11132.0000000000,0.0076522814,0.0367886122,0.0169440894,0.1018179181,0.0492481386,13603.5215615070,2733.3185723728,1733.8023780238,488.4956631050,3105.8804347826,104.0979756016,100.5549970822,29.3777024398,49.7376114067,152.9588301134,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7150156006,0.2849843994,2861.6843117085,20.9000000000,24.8000000000,#REF!,0.7534428028,0.2465571972,0.0726757910,0.0496884955,0.8858926056,3.6775000000,0.0670833333,752856.0823887970,105297.3854792350,47.9427165853,8.2730566438,2.6335895076,0.0018200000,0.0358780985,No-Fault,Proportional Comparative Fault 50%,C,1747487.0000000000,95871.7510000000,18.2273399805
Vermont,VT,2011.0000000000,Q1,2011 Q1,51707.0000000000,4580066.0000000000,260.0000000000,51707.0000000000,4914724.0000000000,1849.0000000000,0.0000000000,0.0000000000,0.0000000000,43154.0000000000,2097475.0000000000,2715.0000000000,38721.0000000000,8004969.0000000000,2732.0000000000,0.0050283327,0.0357591815,0.0000000000,0.0629142142,0.0705560290,17615.6384615385,2658.0443482964,0.0000000000,772.5506445672,2930.0765007321,88.5772912758,95.0494903978,0.0000000000,48.6044167400,206.7345626404,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2841096483,0.7158903517,3170.3411868187,17.8000000000,24.3000000000,#REF!,0.9314655982,0.0685344018,0.0396230538,0.0767176699,0.8426538283,14.5550000000,0.0545833333,662043.4469715570,194254.3471560580,43.8277954365,13.1689518776,8.5238295602,0.0043400000,0.0389893185,Tort,Proportional Comparative Fault 51%,N,521666.0000000000,29381.5570000000,17.7548793619
Virginia,VA,2011.0000000000,Q1,2011 Q1,1079530.0000000000,108661686.0000000000,8898.0000000000,1079530.0000000000,102722957.0000000000,39766.0000000000,0.0000000000,0.0000000000,0.0000000000,889517.0000000000,42497134.0000000000,55674.0000000000,841367.0000000000,134051166.0000000000,53801.0000000000,0.0082424759,0.0368364010,0.0000000000,0.0625890230,0.0639447471,12211.9224544842,2583.1855605291,0.0000000000,763.3210116033,2491.6110481218,100.6564764296,95.1552592332,0.0000000000,47.7755163757,159.3254382451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6830825563,0.3169174437,2956.1776764678,26.7000000000,30.8000000000,#REF!,0.7412186605,0.2587813395,0.0394125163,0.0581778639,0.8723656402,12.0750000000,0.0647500000,995948.5065249400,242460.7001509500,15.0153891270,17.4488371388,2.1570382730,0.0053000000,0.0319487720,Tort,Pure Contributory Negligence,O,5467045.0000000000,161377.0530000000,33.8774621197
Washington,WA,2011.0000000000,Q1,2011 Q1,658601.0000000000,98682482.0000000000,7442.0000000000,658601.0000000000,68302933.0000000000,24349.0000000000,614582.0000000000,39764002.0000000000,10357.0000000000,561597.0000000000,22516129.0000000000,38165.0000000000,505324.0000000000,81615694.0000000000,26329.0000000000,0.0112997095,0.0369707911,0.0168521044,0.0679579841,0.0521032051,13260.2098898146,2805.1637849604,3839.3359080815,589.9680073366,3099.8402521934,149.8365201389,103.7091243408,64.7008893850,40.0930364657,161.5116123517,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7103621189,0.2896378811,2767.3345302032,24.9000000000,28.2000000000,#REF!,0.6824599280,0.3175400720,0.0388233620,0.0553658394,0.8345143246,10.9550000000,0.0918333333,781104.1303900850,135483.5882819830,47.0866844590,13.9087866074,3.5517253470,0.0021400000,0.0323473282,Tort,Pure Comparative Fault,O,5178789.0000000000,173554.3200000000,29.8395856698
West Virginia,WV,2011.0000000000,Q1,2011 Q1,212569.0000000000,27536805.0000000000,2026.0000000000,212569.0000000000,19034031.0000000000,6511.0000000000,0.0000000000,0.0000000000,0.0000000000,161740.0000000000,13315937.0000000000,10312.0000000000,143439.0000000000,29347353.0000000000,8208.0000000000,0.0095310229,0.0306300542,0.0000000000,0.0637566465,0.0572229310,13591.7102665350,2923.3652280756,0.0000000000,1291.3049844841,3575.4572368421,129.5429013638,89.5428355028,0.0000000000,82.3292753802,204.5981427645,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4873243605,0.5126756395,3083.4919724647,21.3000000000,29.6000000000,#REF!,0.8284318145,0.1715681855,0.0450119501,0.0842925132,0.9263988200,13.7750000000,0.0797500000,794613.8044481260,142948.5229970300,43.1661424719,16.2928833296,2.2681914326,0.0044700000,0.0460646129,Tort,Proportional Comparative Fault 50%,N,1198837.1940000000,79639.8180000000,15.0532387455
